UserId,Age,Address,Gender,UserType,Label,Total_Quantity,Total_Value,StDev_Quantity,StDev_Value,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_Location,Unique_ProductCategory,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_Location,Total_Quantity_per_Unique_ProductCategory,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_Location,Total_Value_per_Unique_ProductCategory
1643824,D,F,Unknown,Unknown,Nonchurner,36,4128,0.912421128246675,219.899372418722,3.13793103448276,4,29,19,1,1,1.2,1.8,18,18,137.6,206.4,2064,2064
303767,B,E,Unknown,Unknown,Nonchurner,11,621,1.09544511501033,125.384209532142,10.8,19,5,3,1,1,1.83333333333333,2.75,5.5,5.5,103.5,155.25,310.5,310.5
478502,G,H,Unknown,Unknown,Churner,10,3686,0.462910049886276,800.106019760596,2.125,15,8,8,1,1,1.11111111111111,1.11111111111111,5,5,409.555555555556,409.555555555556,1843,1843
348508,E,F,Unknown,Unknown,Churner,64,6699,0.494527379892145,101.695499413056,1.56603773584906,10,53,31,1,1,1.18518518518519,2,32,32,124.055555555556,209.34375,3349.5,3349.5
1376944,F,E,Unknown,Unknown,Nonchurner,2,18,0,0,0,66,1,1,1,1,1,1,1,1,9,9,9,9
1817515,J,E,Unknown,Unknown,Churner,19,549,1.40788595317336,33.8439169465609,0,73,8,6,1,1,2.11111111111111,2.71428571428571,9.5,9.5,61,78.4285714285714,274.5,274.5
1994650,D,E,Unknown,Unknown,Nonchurner,56,4446,0.499471179122264,84.6903949814509,1.88636363636364,5,44,31,1,1,1.24444444444444,1.75,28,28,98.8,138.9375,2223,2223
1892383,C,F,Unknown,Unknown,Churner,26,15018,0.732695097065047,987.929994323591,2.1,42,20,20,1,1,1.23809523809524,1.23809523809524,13,13,715.142857142857,715.142857142857,7509,7509
1349078,D,C,Unknown,Unknown,Churner,25,5396,0.749268649265355,307.114708935349,2.73684210526316,25,19,14,1,1,1.25,1.66666666666667,12.5,12.5,269.8,359.733333333333,2698,2698
1990003,C,G,Unknown,Unknown,Churner,39,6198,0.444802722974569,168.5144772186,0,66,31,17,1,1,1.21875,2.16666666666667,19.5,19.5,193.6875,344.333333333333,3099,3099
2162003,C,C,Unknown,Unknown,Churner,7,776,1.5,181.51216671801,0,69,4,2,1,1,1.4,2.33333333333333,3.5,3.5,155.2,258.666666666667,388,388
1538205,D,D,Unknown,Unknown,Churner,131,10841,0.893027125217286,129.686586921604,0.764044943820225,26,89,60,1,1,1.45555555555556,2.14754098360656,65.5,65.5,120.455555555556,177.72131147541,5420.5,5420.5
27359,B,F,Unknown,Unknown,Nonchurner,1,249,0,0,0,53,1,1,1,1,0.5,0.5,0.5,0.5,124.5,124.5,124.5,124.5
1805642,E,C,Unknown,Unknown,Churner,5,472,0,84.028566571137,1.4,51,5,5,1,1,0.833333333333333,0.833333333333333,2.5,2.5,78.6666666666667,78.6666666666667,236,236
5241,D,F,Unknown,Unknown,Nonchurner,44,3081,1.60141066845212,125.24794361199,0.96875,22,32,23,1,1,1.33333333333333,1.83333333333333,22,22,93.3636363636364,128.375,1540.5,1540.5
2151847,D,E,Unknown,Unknown,Nonchurner,33,1447,0.350931203171798,47.8512164553437,2.6551724137931,9,29,21,1,1,1.1,1.5,16.5,16.5,48.2333333333333,65.7727272727273,723.5,723.5
1976458,D,C,Unknown,Unknown,Churner,10,1137,1.73205080756888,288.865539654698,0,74,5,4,1,1,1.66666666666667,2,5,5,189.5,227.4,568.5,568.5
1352573,C,G,Unknown,Unknown,Nonchurner,4,263,0,46.3204418516634,0,28,4,4,1,1,0.8,0.8,2,2,52.6,52.6,131.5,131.5
1942125,C,D,Unknown,Unknown,Churner,22,2794,3.8821937833432,425.637924599234,7.25,3,8,6,1,1,2.44444444444444,3.14285714285714,11,11,310.444444444444,399.142857142857,1397,1397
2115344,B,A,Unknown,Unknown,Churner,14,1053,0,85.3140610391336,1.35714285714286,2,14,13,1,1,0.933333333333333,1,7,7,70.2,75.2142857142857,526.5,526.5
99004,F,G,Unknown,Unknown,Churner,33,2131,0.305128576629365,29.6258081028539,0,20,30,23,1,1,1.06451612903226,1.375,16.5,16.5,68.741935483871,88.7916666666667,1065.5,1065.5
1972122,D,C,Unknown,Unknown,Churner,4,236,0,0,0,57,1,1,1,1,2,2,2,2,118,118,118,118
1539769,C,F,Unknown,Unknown,Churner,11,1179,0.447213595499958,230.274184397644,0,27,5,5,1,1,1.83333333333333,1.83333333333333,5.5,5.5,196.5,196.5,589.5,589.5
2042237,D,C,Unknown,Unknown,Churner,37,6226,0.454858826147342,315.280272529547,2.44827586206897,24,29,21,1,1,1.23333333333333,1.68181818181818,18.5,18.5,207.533333333333,283,3113,3113
1189490,I,D,Unknown,Unknown,Churner,19,1788,0.457737708217063,97.6533226704111,4.53333333333333,21,15,15,1,1,1.1875,1.1875,9.5,9.5,111.75,111.75,894,894
1880670,B,H,Unknown,Unknown,Churner,30,2237,1.1697953037312,100.421247256668,3.15789473684211,29,19,16,1,1,1.5,1.76470588235294,15,15,111.85,131.588235294118,1118.5,1118.5
2165660,C,E,Unknown,Unknown,Churner,15,1408,0.504524979109513,79.4191412695957,0,52,11,10,1,1,1.25,1.36363636363636,7.5,7.5,117.333333333333,128,704,704
2034621,B,F,Unknown,Unknown,Churner,38,1949,2.66904655707043,105.627692977786,1.13333333333333,2,15,14,1,1,2.375,2.53333333333333,19,19,121.8125,129.933333333333,974.5,974.5
1432558,E,F,Unknown,Unknown,Nonchurner,81,5497,1.7818852957958,61.754709433571,0.80952380952381,16,63,45,1,1,1.265625,1.76086956521739,40.5,40.5,85.890625,119.5,2748.5,2748.5
2153469,G,E,Unknown,Unknown,Nonchurner,114,3982,1.14756324812653,30.998700058564,1.22222222222222,9,72,26,1,1,1.56164383561644,4.22222222222222,57,57,54.5479452054795,147.481481481482,1991,1991
2106847,E,E,Unknown,Unknown,Churner,29,2644,0.62449979983984,104.809064493487,3.76,3,25,21,1,1,1.11538461538462,1.31818181818182,14.5,14.5,101.692307692308,120.181818181818,1322,1322
1883381,C,G,Unknown,Unknown,Nonchurner,31,1839,0.416269652125186,39.9314723842295,3.17857142857143,7,28,20,1,1,1.06896551724138,1.47619047619048,15.5,15.5,63.4137931034483,87.5714285714286,919.5,919.5
1829297,C,H,Unknown,Unknown,Churner,56,3426,0.385449644663773,56.489926860766,0,17,50,40,1,1,1.09803921568627,1.36585365853659,28,28,67.1764705882353,83.5609756097561,1713,1713
2127682,E,D,Unknown,Unknown,Churner,20,2011,0.323380833381777,52.6808432148733,0,16,18,14,1,1,1.05263157894737,1.33333333333333,10,10,105.842105263158,134.066666666667,1005.5,1005.5
1802863,D,G,Unknown,Unknown,Nonchurner,24,1613,1.14707866935281,126.83624382856,0.842105263157895,51,19,18,1,1,1.2,1.26315789473684,12,12,80.65,84.8947368421053,806.5,806.5
1335767,F,G,Unknown,Unknown,Churner,47,3794,0.147441956154897,83.6446821396408,1.26086956521739,15,46,29,1,1,1,1.56666666666667,23.5,23.5,80.7234042553192,126.466666666667,1897,1897
2172408,E,F,Unknown,Unknown,Churner,1,119,0,0,0,19,1,1,1,1,0.5,0.5,0.5,0.5,59.5,59.5,59.5,59.5
211338,G,F,Unknown,Unknown,Nonchurner,101,7612,0.348027759127517,66.9207447701091,0.945054945054945,3,91,48,1,1,1.09782608695652,2.06122448979592,50.5,50.5,82.7391304347826,155.34693877551,3806,3806
1896336,C,F,Unknown,Unknown,Churner,4,1214,0.577350269189626,507.579878771148,0,61,3,3,1,1,1,1,2,2,303.5,303.5,607,607
1993813,B,E,Unknown,Unknown,Churner,37,6538,0.477448415273642,282.156145285869,0.129032258064516,59,31,19,1,1,1.15625,1.85,18.5,18.5,204.3125,326.9,3269,3269
1720051,C,E,Unknown,Unknown,Nonchurner,23,1952,0.366347548532523,94.932884879682,2.1,52,20,16,1,1,1.0952380952381,1.35294117647059,11.5,11.5,92.9523809523809,114.823529411765,976,976
1676655,D,E,Unknown,Unknown,Nonchurner,20,6820,0.487950036474267,584.702692054037,4.86666666666667,1,15,12,1,1,1.25,1.53846153846154,10,10,426.25,524.615384615385,3410,3410
110990,C,F,Unknown,Unknown,Nonchurner,3,407,0.707106781186548,105.358910396796,1.5,32,2,2,1,1,1,1,1.5,1.5,135.666666666667,135.666666666667,203.5,203.5
590235,E,C,Unknown,Unknown,Churner,77,10129,1.56120906267346,373.641711112167,2.02222222222222,3,45,32,1,1,1.67391304347826,2.33333333333333,38.5,38.5,220.195652173913,306.939393939394,5064.5,5064.5
2007199,A,F,Unknown,Unknown,Nonchurner,41,1986,1.39453821823042,98.4581663769735,4.3,9,20,15,1,1,1.95238095238095,2.5625,20.5,20.5,94.5714285714286,124.125,993,993
924252,F,E,Unknown,Unknown,Churner,16,3044,0.65133894727893,241.174148069335,5.25,15,12,9,1,1,1.23076923076923,1.6,8,8,234.153846153846,304.4,1522,1522
1589474,B,F,Unknown,Unknown,Nonchurner,76,5837,0.858223670509816,75.7974631224103,1.48148148148148,15,54,40,1,1,1.38181818181818,1.85365853658537,38,38,106.127272727273,142.365853658537,2918.5,2918.5
2031217,D,F,Unknown,Unknown,Churner,3,329,0,21.5715862498179,0,26,3,3,1,1,0.75,0.75,1.5,1.5,82.25,82.25,164.5,164.5
1671551,D,D,Unknown,Unknown,Nonchurner,35,4158,0.296144581080299,116.970064408557,0.4375,24,32,24,1,1,1.06060606060606,1.4,17.5,17.5,126,166.32,2079,2079
2104843,E,C,Unknown,Unknown,Churner,11,797,0.440958551844098,57.0090148816639,5,18,9,9,1,1,1.1,1.1,5.5,5.5,79.7,79.7,398.5,398.5
1689952,C,G,Unknown,Unknown,Nonchurner,131,10476,1.1658172874521,98.8229004128318,0.807692307692308,3,104,71,1,1,1.24761904761905,1.81944444444444,65.5,65.5,99.7714285714286,145.5,5238,5238
2024431,E,C,Unknown,Unknown,Churner,21,1298,0.828078671210825,117.24508315409,0,59,15,12,1,1,1.3125,1.61538461538462,10.5,10.5,81.125,99.8461538461538,649,649
911702,G,E,Unknown,Unknown,Nonchurner,1,102,0,0,0,19,1,1,1,1,0.5,0.5,0.5,0.5,51,51,51,51
1816631,C,F,Unknown,Unknown,Churner,10,542,1.4142135623731,289.913780286485,0,63,2,2,1,1,3.33333333333333,3.33333333333333,5,5,180.666666666667,180.666666666667,271,271
1561029,E,G,Unknown,Unknown,Nonchurner,40,3218,0.43994134506406,91.3850194189045,1.96875,25,32,29,1,1,1.21212121212121,1.33333333333333,20,20,97.5151515151515,107.266666666667,1609,1609
1986204,C,D,Unknown,Unknown,Churner,11,5235,0.577350269189626,1155.68464556729,3.33333333333333,0,3,3,1,1,2.75,2.75,5.5,5.5,1308.75,1308.75,2617.5,2617.5
1398748,F,E,Unknown,Unknown,Nonchurner,45,3431,0.665237042399659,112.684181668889,2.71875,2,32,24,1,1,1.36363636363636,1.8,22.5,22.5,103.969696969697,137.24,1715.5,1715.5
2110745,A,D,Unknown,Unknown,Churner,8,239,2.08166599946613,95.7096303061157,10.6666666666667,56,3,3,1,1,2,2,4,4,59.75,59.75,119.5,119.5
1814811,E,E,Unknown,Unknown,Churner,1,235,0,0,0,17,1,1,1,1,0.5,0.5,0.5,0.5,117.5,117.5,117.5,117.5
1208726,E,F,Unknown,Unknown,Nonchurner,37,2531,0.368902032628474,65.0430921055046,2.4375,16,32,28,1,1,1.12121212121212,1.27586206896552,18.5,18.5,76.6969696969697,87.2758620689655,1265.5,1265.5
1073386,A,E,Unknown,Unknown,Nonchurner,152,8555,0.785821042587086,85.9213997394996,0.648148148148148,16,108,66,1,1,1.39449541284404,2.26865671641791,76,76,78.4862385321101,127.686567164179,4277.5,4277.5
1432503,E,E,Unknown,Unknown,Nonchurner,131,12813,0.80018937152591,144.835026666532,0.9,3,100,70,1,1,1.2970297029703,1.84507042253521,65.5,65.5,126.861386138614,180.464788732394,6406.5,6406.5
1835465,D,A,Unknown,Unknown,Churner,12,1657,0,124.725486448027,0,75,12,11,1,1,0.923076923076923,1,6,6,127.461538461538,138.083333333333,828.5,828.5
2122878,D,G,Unknown,Unknown,Nonchurner,12,1231,0.534522483824849,149.139855265356,2.625,38,8,7,1,1,1.33333333333333,1.5,6,6,136.777777777778,153.875,615.5,615.5
207744,D,E,Unknown,Unknown,Churner,16,1949,0.363136519601281,112.834240964638,3.57142857142857,44,14,10,1,1,1.06666666666667,1.45454545454545,8,8,129.933333333333,177.181818181818,974.5,974.5
1660210,C,E,Unknown,Unknown,Nonchurner,26,4946,0.394771016975861,205.863717371153,3.36363636363636,2,22,15,1,1,1.1304347826087,1.625,13,13,215.04347826087,309.125,2473,2473
1490138,F,G,Unknown,Unknown,Churner,8,220,0.577350269189626,23.8607068908977,0,25,3,3,1,1,2,2,4,4,55,55,110,110
2082653,J,E,Unknown,Unknown,Nonchurner,39,2486,1.14017542509914,85.6061104936216,3.19230769230769,12,26,19,1,1,1.44444444444444,1.95,19.5,19.5,92.0740740740741,124.3,1243,1243
1907674,G,F,Unknown,Unknown,Churner,5,341,0.5,57.7775908116633,0,58,4,4,1,1,1,1,2.5,2.5,68.2,68.2,170.5,170.5
998949,E,E,Unknown,Unknown,Churner,26,3925,1.64224532179869,344.171325817755,0,20,12,9,1,1,2,2.6,13,13,301.923076923077,392.5,1962.5,1962.5
64170,G,F,Unknown,Unknown,Churner,4,226,0.577350269189626,33.2465537061112,0,79,3,3,1,1,1,1,2,2,56.5,56.5,113,113
1392234,D,F,Unknown,Unknown,Nonchurner,83,5127,1.03630827319516,83.5460568131289,1.45614035087719,4,57,37,1,1,1.43103448275862,2.18421052631579,41.5,41.5,88.3965517241379,134.921052631579,2563.5,2563.5
1188943,D,E,Unknown,Unknown,Churner,2,190,0,0,0,24,1,1,1,1,1,1,1,1,95,95,95,95
1276503,F,E,Unknown,Unknown,Churner,65,9465,0.458328413983832,335.298428327603,1.01785714285714,17,56,31,1,1,1.14035087719298,2.03125,32.5,32.5,166.052631578947,295.78125,4732.5,4732.5
66495,F,H,Unknown,Unknown,Churner,4,181,0,11.7862914721581,0,15,4,3,1,1,0.8,1,2,2,36.2,45.25,90.5,90.5
2090955,D,D,Unknown,Unknown,Nonchurner,21,1725,0.383482494423685,77.985104158347,1.72222222222222,6,18,15,1,1,1.10526315789474,1.3125,10.5,10.5,90.7894736842105,107.8125,862.5,862.5
1777567,D,E,Unknown,Unknown,Churner,2,18,0,0,0,71,1,1,1,1,1,1,1,1,9,9,9,9
1624168,E,B,Unknown,Unknown,Churner,19,1416,0.792961461098759,155.227106348906,0.416666666666667,85,12,10,1,1,1.46153846153846,1.72727272727273,9.5,9.5,108.923076923077,128.727272727273,708,708
2161198,C,C,Unknown,Unknown,Churner,63,3769,0.878980308641054,102.517043644404,1.1875,16,48,37,1,1,1.28571428571429,1.65789473684211,31.5,31.5,76.9183673469388,99.1842105263158,1884.5,1884.5
698306,C,E,Unknown,Unknown,Churner,4,191,0.577350269189626,9.81495457622364,0,79,3,3,1,1,1,1,2,2,47.75,47.75,95.5,95.5
195058,E,E,Unknown,Unknown,Nonchurner,97,15408,1.01921019854346,465.668251780291,0.869565217391304,24,69,46,1,1,1.38571428571429,2.06382978723404,48.5,48.5,220.114285714286,327.829787234043,7704,7704
1596960,B,D,Unknown,Unknown,Churner,2,219,0,14.8492424049175,0,5,2,2,1,1,0.666666666666667,0.666666666666667,1,1,73,73,109.5,109.5
519151,D,F,Unknown,Unknown,Churner,10,1089,0.462910049886276,210.709303815199,0,69,8,6,1,1,1.11111111111111,1.42857142857143,5,5,121,155.571428571429,544.5,544.5
2122359,D,E,Unknown,Unknown,Nonchurner,11,1028,0.316227766016838,108.425909162791,0,3,10,8,1,1,1,1.22222222222222,5.5,5.5,93.4545454545455,114.222222222222,514,514
1501186,E,E,Unknown,Unknown,Nonchurner,94,9605,0.325789565638005,177.01048189286,1.01190476190476,11,84,52,1,1,1.10588235294118,1.77358490566038,47,47,113,181.22641509434,4802.5,4802.5
2012049,C,G,Unknown,Unknown,Churner,1,129,0,0,0,37,1,1,1,1,0.5,0.5,0.5,0.5,64.5,64.5,64.5,64.5
1693287,I,F,Unknown,Unknown,Nonchurner,50,2899,0.981687158630159,171.492285047011,2.71875,2,32,18,1,1,1.51515151515152,2.63157894736842,25,25,87.8484848484848,152.578947368421,1449.5,1449.5
2011905,G,E,Unknown,Unknown,Churner,4,151,0,14.5,16,4,4,4,1,1,0.8,0.8,2,2,30.2,30.2,75.5,75.5
2070988,C,F,Unknown,Unknown,Churner,27,1894,0.448427203146441,61.9164350357499,1.5,52,24,23,1,1,1.08,1.125,13.5,13.5,75.76,78.9166666666667,947,947
583176,G,E,Unknown,Unknown,Churner,11,4760,0.316227766016838,361.103863175126,0,18,10,9,1,1,1,1.1,5.5,5.5,432.727272727273,476,2380,2380
1666199,E,C,Unknown,Unknown,Churner,19,569,1.59513148186739,52.6865996034834,5.7,17,10,8,1,1,1.72727272727273,2.11111111111111,9.5,9.5,51.7272727272727,63.2222222222222,284.5,284.5
1752403,B,D,Unknown,Unknown,Churner,39,2630,0.831744517143901,65.339528374897,0,17,28,21,1,1,1.3448275862069,1.77272727272727,19.5,19.5,90.6896551724138,119.545454545455,1315,1315
556736,C,B,Unknown,Unknown,Churner,15,4813,0.674199862463242,771.057891942799,1.45454545454545,19,11,9,1,1,1.25,1.5,7.5,7.5,401.083333333333,481.3,2406.5,2406.5
1961157,C,G,Unknown,Unknown,Churner,9,1368,0.353553390593274,162.110191800868,0,56,8,7,1,1,1,1.125,4.5,4.5,152,171,684,684
826235,F,C,Unknown,Unknown,Churner,34,1940,0.174077655955698,30.4115084874928,1.87878787878788,18,33,26,1,1,1,1.25925925925926,17,17,57.0588235294118,71.8518518518518,970,970
1643800,D,E,Unknown,Unknown,Churner,5,429,0.5,109.109654323835,0,17,4,4,1,1,1,1,2.5,2.5,85.8,85.8,214.5,214.5
1705195,B,E,Unknown,Unknown,Churner,9,847,0,44.2985452482484,0,73,9,9,1,1,0.9,0.9,4.5,4.5,84.7,84.7,423.5,423.5
1009972,C,G,Unknown,Unknown,Churner,58,4185,0.132453235706504,74.9311463393516,0.859649122807018,17,57,41,1,1,1,1.38095238095238,29,29,72.1551724137931,99.6428571428571,2092.5,2092.5
934992,E,F,Unknown,Unknown,Churner,11,683,0.666666666666667,78.3109897211822,3.55555555555556,5,9,8,1,1,1.1,1.22222222222222,5.5,5.5,68.3,75.8888888888889,341.5,341.5
243728,G,F,Unknown,Unknown,Churner,31,4511,0.435889894354067,145.480834934823,2.76,15,25,21,1,1,1.19230769230769,1.40909090909091,15.5,15.5,173.5,205.045454545455,2255.5,2255.5
1716542,C,E,Unknown,Unknown,Churner,15,1822,0.267261241912424,75.185777238126,0,11,14,13,1,1,1,1.07142857142857,7.5,7.5,121.466666666667,130.142857142857,911,911
1466966,H,F,Unknown,Unknown,Nonchurner,52,5419,0.366528899738389,193.693817530387,1.66666666666667,2,45,37,1,1,1.1304347826087,1.36842105263158,26,26,117.804347826087,142.605263157895,2709.5,2709.5
2162386,C,G,Unknown,Unknown,Churner,18,2936,1.58113883008419,390.076203381396,4.22222222222222,29,9,7,1,1,1.8,2.25,9,9,293.6,367,1468,1468
1742589,D,E,Unknown,Unknown,Nonchurner,18,1062,0.506369683541833,38.0972103427198,0,60,13,10,1,1,1.28571428571429,1.63636363636364,9,9,75.8571428571429,96.5454545454545,531,531
1908299,C,G,Unknown,Unknown,Nonchurner,4,1752,0,0,0,13,1,1,1,1,2,2,2,2,876,876,876,876
1601190,B,E,Unknown,Unknown,Nonchurner,7,689,0.408248290463863,173.362529592374,0,91,6,3,1,1,1,1.75,3.5,3.5,98.4285714285714,172.25,344.5,344.5
1236545,B,C,Unknown,Unknown,Churner,12,264,2,33.9411254969543,0,67,4,3,1,1,2.4,3,6,6,52.8,66,132,132
1725278,F,E,Unknown,Unknown,Nonchurner,17,2454,1.60208197875972,773.088093298558,13.5,7,6,6,1,1,2.42857142857143,2.42857142857143,8.5,8.5,350.571428571429,350.571428571429,1227,1227
694476,F,E,Unknown,Unknown,Churner,1,66,0,0,0,97,1,1,1,1,0.5,0.5,0.5,0.5,33,33,33,33
2165349,C,D,Unknown,Unknown,Nonchurner,21,1984,1.32529629004621,159.302405538198,2.30769230769231,23,13,13,1,1,1.5,1.5,10.5,10.5,141.714285714286,141.714285714286,992,992
1437416,F,E,Unknown,Unknown,Churner,13,1314,0,56.5898423430412,0,73,13,10,1,1,0.928571428571429,1.18181818181818,6.5,6.5,93.8571428571429,119.454545454545,657,657
1919721,D,F,Unknown,Unknown,Churner,2,104,0,32.5269119345812,0,37,2,1,1,1,0.666666666666667,1,1,1,34.6666666666667,52,52,52
2131528,E,C,Unknown,Unknown,Nonchurner,31,2676,0.647280721183483,108.779012303783,0.304347826086957,21,23,18,1,1,1.29166666666667,1.63157894736842,15.5,15.5,111.5,140.842105263158,1338,1338
1453263,D,F,Unknown,Unknown,Nonchurner,193,15711,0.853666353455937,161.01967975752,0.678832116788321,1,137,81,1,1,1.39855072463768,2.35365853658537,96.5,96.5,113.847826086957,191.59756097561,7855.5,7855.5
1639612,D,C,Unknown,Unknown,Churner,49,3619,0.709227046158706,75.9407070746052,1.18918918918919,25,37,21,1,1,1.28947368421053,2.22727272727273,24.5,24.5,95.2368421052632,164.5,1809.5,1809.5
1709391,B,E,Unknown,Unknown,Nonchurner,35,1290,1.29684932888065,43.7814327405334,2.54545454545455,5,22,15,1,1,1.52173913043478,2.1875,17.5,17.5,56.0869565217391,80.625,645,645
1842289,D,F,Unknown,Unknown,Churner,9,2117,0.547722557505166,472.527847503898,0.166666666666667,86,6,6,1,1,1.28571428571429,1.28571428571429,4.5,4.5,302.428571428571,302.428571428571,1058.5,1058.5
1648751,C,E,Unknown,Unknown,Nonchurner,18,2205,0.560611910581388,99.5360666865462,2.33333333333333,2,15,13,1,1,1.125,1.28571428571429,9,9,137.8125,157.5,1102.5,1102.5
1556629,B,F,Unknown,Unknown,Nonchurner,171,19846,1.46758524509239,239.265345211869,0.6,7,125,85,1,1,1.35714285714286,1.98837209302326,85.5,85.5,157.507936507937,230.767441860465,9923,9923
2112060,C,G,Unknown,Unknown,Churner,3,312,0,56.9297813099611,23.6666666666667,3,3,3,1,1,0.75,0.75,1.5,1.5,78,78,156,156
1183665,F,E,Unknown,Unknown,Nonchurner,30,2540,0.185695338177052,133.999338282316,2.55172413793103,4,29,24,1,1,1,1.2,15,15,84.6666666666667,101.6,1270,1270
447270,I,E,Unknown,Unknown,Nonchurner,32,2026,1.03048763306736,111.181661728731,0.714285714285714,6,21,18,1,1,1.45454545454545,1.68421052631579,16,16,92.0909090909091,106.631578947368,1013,1013
2103303,C,G,Unknown,Unknown,Churner,5,616,0.707106781186548,353.553390593274,0,38,2,2,1,1,1.66666666666667,1.66666666666667,2.5,2.5,205.333333333333,205.333333333333,308,308
2057835,D,H,Unknown,Unknown,Nonchurner,8,989,0,51.8485087263159,0,80,8,8,1,1,0.888888888888889,0.888888888888889,4,4,109.888888888889,109.888888888889,494.5,494.5
2130118,E,C,Unknown,Unknown,Nonchurner,9,864,0,53.7633704300614,0,14,9,8,1,1,0.9,1,4.5,4.5,86.4,96,432,432
311090,B,E,Unknown,Unknown,Nonchurner,33,1865,0.646898957233327,69.1271538962592,1.45833333333333,31,24,17,1,1,1.32,1.83333333333333,16.5,16.5,74.6,103.611111111111,932.5,932.5
1095234,D,F,Unknown,Unknown,Churner,8,653,0,27.3597070786325,0,31,8,8,1,1,0.888888888888889,0.888888888888889,4,4,72.5555555555556,72.5555555555556,326.5,326.5
1779400,C,G,Unknown,Unknown,Churner,3,2108,0,608.695599896478,0,58,3,3,1,1,0.75,0.75,1.5,1.5,527,527,1054,1054
1715699,C,F,Unknown,Unknown,Nonchurner,10,851,0,74.3242894348813,0,28,10,10,1,1,0.909090909090909,0.909090909090909,5,5,77.3636363636364,77.3636363636364,425.5,425.5
2173184,A,C,Unknown,Unknown,Nonchurner,7,481,0,43.3001704604585,0,15,7,7,1,1,0.875,0.875,3.5,3.5,60.125,60.125,240.5,240.5
1992847,J,E,Unknown,Unknown,Churner,4,106,0.577350269189626,16.1658075373095,0,67,3,3,1,1,1,1,2,2,26.5,26.5,53,53
813303,E,C,Unknown,Unknown,Churner,11,1895,0.517549169506766,170.995770624389,0,51,8,7,1,1,1.22222222222222,1.375,5.5,5.5,210.555555555556,236.875,947.5,947.5
950169,C,E,Unknown,Unknown,Nonchurner,87,7080,0.539766698242108,143.421773909642,1,0,71,47,1,1,1.20833333333333,1.8125,43.5,43.5,98.3333333333333,147.5,3540,3540
1270150,E,A,Unknown,Unknown,Churner,18,1306,0.242535625036333,53.1615877468375,0,17,17,15,1,1,1,1.125,9,9,72.5555555555556,81.625,653,653
355599,G,E,Unknown,Unknown,Churner,7,482,0,63.6197782963458,4.28571428571429,19,7,6,1,1,0.875,1,3.5,3.5,60.25,68.8571428571429,241,241
1543308,C,G,Unknown,Unknown,Nonchurner,108,13157,0.800172098528397,143.603350949417,0.607142857142857,17,84,48,1,1,1.27058823529412,2.20408163265306,54,54,154.788235294118,268.510204081633,6578.5,6578.5
2098715,C,G,Unknown,Unknown,Churner,8,824,0.516397779494322,93.6219347517806,1.5,2,6,5,1,1,1.14285714285714,1.33333333333333,4,4,117.714285714286,137.333333333333,412,412
